TMDb ID,IMDb ID,Name on IMDb,Birth Name,Spouse Name,Spouse IMDb
628,nm0594732,Tetsuo Mizutori, Not Found , Not Found ,Not Found
631,nm0847223,Isao Takahata, Not Found , Not Found ,Not Found
632,nm1566098,Ned Lott,Edward Lott,Ned Lott,Not Found
633,nm0437519,Naoki Kaneko, Not Found , Not Found ,Not Found
635,nm0452217,Tomoko Kida, Not Found , Not Found ,Not Found
636,nm0793051,Shigeharu Shiba, Not Found , Not Found ,Not Found
638,nm0386749,Joe Hisaishi,Mamoru Fujisawa,Joe Hisaishi,Not Found
648,nm0000520,Michael Mann,Michael Kenneth Mann,Summer Mann,/name/nm1810537?ref_=nmbio_sp_1
649,nm0442241,Philip Kaufman, Not Found ,Rose Kaufman,/name/nm0442249?ref_=nmbio_sp_1
650,nm0229943,Vernon Dobtcheff, Not Found , Not Found ,Not Found
652,nm0000261,Karen Allen,Karen Jane Allen,Kale Browne,/name/nm0113948?ref_=nmbio_sp_1
653,nm0293550,Paul Freeman, Not Found ,Maggie Scott,/name/nm0779531?ref_=nmbio_sp_1
655,nm0479951,Ronald Lacey, Not Found ,Joanna Baker,/name/nm0048583?ref_=nmbio_sp_1
656,nm0722636,John Rhys-Davies, Not Found ,Suzanne A. D. Wilkinson,Not Found
658,nm0001186,Denholm Elliott,Denholm Mitchell Elliott,Susan Robinson,/name/nm0733125?ref_=nmbio_sp_1
659,nm0000547,Alfred Molina, Not Found ,Jill Gascoine,/name/nm0309062?ref_=nmbio_sp_1
660,nm0434759,Wolf Kahler, Not Found , Not Found ,Not Found
661,nm0001891,Anthony Higgins, Not Found , Not Found ,Not Found
662,nm0846004,Vic Tablian,Varoujan Aintablian,Vic Tablian,Not Found
663,nm0271514,Don Fellows,Donald Fellows,Miranda Willis,Not Found
664,nm0393853,William Hootkins,William Michael Hootkins,Carolyn Robb,Not Found
665,nm0550881,Frank Marshall,Frank Wilton Marshall,Kathleen Kennedy,/name/nm0005086?ref_=nmbio_sp_1
666,nm0443599,Howard G. Kazanjian,Howard Garabed Kazanjian,Carol Anne Eskijian,Not Found
668,nm0005878,Douglas Slocombe, Not Found , Not Found ,Not Found
669,nm0783620,Mary Selway, Not Found ,Norman Rodway,/name/nm0736178?ref_=nmbio_sp_1
670,nm0721888,Norman Reynolds,Norman William Reynolds,Norman Reynolds,/name/nm0736178?ref_=nmbio_sp_1
671,nm0123785,Ben Burtt, Not Found , Not Found ,Not Found
673,nm0027328,Richard L. Anderson, Not Found , Not Found ,Not Found
677,nm0251536,Bernd Eichinger, Not Found ,Katja Hofmann,Not Found
679,nm0001953,Moritz Bleibtreu, Not Found , Not Found ,Not Found
682,nm0004376,Franka Potente, Not Found ,Derek Richardson,/name/nm1277177?ref_=nmbio_sp_1
686,nm0643805,Uwe Ochsenknecht,Uwe Adam Ochsenknecht,Kirsten Viebrock,Not Found
687,nm0404754,Willard Huyck,Willard Miller Huyck Jr.,Gloria Katz,/name/nm0441718?ref_=nmbio_sp_1
689,nm0441718,Gloria Katz,Gloria Pearl Katz,Willard Huyck,/name/nm0404754?ref_=nmbio_sp_1
690,nm0001009,Kate Capshaw,Kathleen Sue Nail,Steven Spielberg,/name/nm0000229?ref_=nmbio_sp_1
691,nm0702841,Jonathan Ke Quan,Ke Huy-Quan,Jonathan Ke Quan,/name/nm0000229?ref_=nmbio_sp_1
693,nm0700869,Amrish Puri,Amrish Lal Puri,Urmila Divekar,Not Found
694,nm0786022,Roshan Seth, Not Found ,Pepita,Not Found
695,nm0832104,Philip Stone,Philip Stones,Margaret Pickford,Not Found
696,nm0152054,Roy Chiao, Not Found , Not Found ,Not Found
699,nm0948118,David Yip,David Nicholas Yip,Virginia Owen,Not Found
701,nm0429727,Chua Kah Joo, Not Found , Not Found ,Not Found
702,nm0628970,Rex Ngui, Not Found , Not Found ,Not Found
707,nm0848883,Philip Tan, Not Found , Not Found ,Not Found
711,nm0000101,Dan Aykroyd,Daniel Edward Aykroyd,Donna Dixon,/name/nm0001146?ref_=nmbio_sp_1
715,nm0915226,Robert Watts, Not Found ,Ene Watts,/name/nm0915135?ref_=nmbio_sp_1
716,nm0779105,Elliot Scott,Elliot Edward C. Scott,Elliot Scott,/name/nm0915135?ref_=nmbio_sp_1
717,nm0001915,Emile Ardolino, Not Found , Not Found ,Not Found
718,nm0075044,Eleanor Bergstein, Not Found , Not Found ,Not Found
719,nm0331988,Linda Gottlieb, Not Found , Not Found ,Not Found
720,nm0606657,John Morris,John Leonard Morris,Francesca Bosetti,Not Found
721,nm0005749,Jeffrey Jur, Not Found , Not Found ,Not Found
722,nm0291054,Peter C. Frank, Not Found , Not Found ,Not Found
723,nm0000426,Jennifer Grey, Not Found ,Clark Gregg,/name/nm0163988?ref_=nmbio_sp_1
724,nm0000664,Patrick Swayze,Patrick Wayne Swayze,Lisa Niemi,/name/nm0001568?ref_=nmbio_sp_1
725,nm0722407,Cynthia Rhodes, Not Found ,Richard Marx,/name/nm0555665?ref_=nmbio_sp_1
726,nm0001583,Jerry Orbach,Jerome Bernard Orbach,Elaine Cancilla,Not Found
727,nm0922967,Jack Weston,Jack Weinstein,Marge Redmond,/name/nm0715073?ref_=nmbio_sp_1
728,nm0115663,Jane Brucker,Jane Rachel Brucker,Raul Vega,Not Found
729,nm0084105,Kelly Bishop,Carole Bishop,Lee Leonard,/name/nm1235324?ref_=nmbio_sp_1
730,nm0697014,Lonny Price, Not Found , Not Found ,Not Found
733,nm0134674,Max Cantor, Not Found , Not Found ,Not Found
734,nm0616629,Alvin Myerovich, Not Found , Not Found ,Not Found
735,nm0874119,Paula Trueman, Not Found ,Harold Sterner,Not Found
736,nm0720085,Arthur F. Repola, Not Found , Not Found ,Not Found
737,nm0583675,Menno Meyjes, Not Found , Not Found ,Not Found
738,nm0090151,Jeffrey Boam, Not Found ,Paula M. Boam,Not Found
739,nm0000125,Sean Connery,Thomas Sean Connery,Micheline Roquebrune,/name/nm1315689?ref_=nmbio_sp_1
740,nm0233145,Alison Doody, Not Found ,Gavin Karl O'Reilly,Not Found
741,nm0002103,Julian Glover,Julian Wyatt Glover,Isla Blair,/name/nm0086262?ref_=nmbio_sp_1
742,nm0000203,River Phoenix,River Jude Bottom,River Phoenix,/name/nm0086262?ref_=nmbio_sp_1
743,nm0126250,Michael Byrne, Not Found , Not Found ,Not Found
744,nm0539616,Kevork Malikyan, Not Found , Not Found ,Not Found
745,nm0248848,Robert Eddison,Robert Leadam Eddison,Robert Eddison,Not Found
746,nm0949985,Richard Young, Not Found , Not Found ,Not Found
747,nm0768488,Alexei Sayle,Alexei David Sayle,Linda Rawsthorn,Not Found
748,nm0405033,Alex Hyde-White,Alexander Punch Hyde-White,Shelly Bovert Hyde-White,/name/nm0405034?ref_=nmbio_sp_1
749,nm0561792,Paul Maxwell, Not Found ,Mary Lindsay,/name/nm0512276?ref_=nmbio_sp_1
750,nm0086262,Isla Blair, Not Found ,Julian Glover,/name/nm0002103?ref_=nmbio_sp_1
751,nm0142047,Maggie Cartier, Not Found ,Rudolph Cartier,/name/nm0142056?ref_=nmbio_sp_1
752,nm0557124,Valorie Massalas, Not Found , Not Found ,Not Found
769,nm0852677,Judy Taylor, Not Found ,Mark L. Taylor,/name/nm0852848?ref_=nmbio_sp_1
770,nm0000976,Martin Brest, Not Found , Not Found ,Not Found
771,nm0000988,Jerry Bruckheimer,Jerome Leon Bruckheimer,Linda Balahoutis,Not Found
772,nm0800971,Don Simpson,Donald Clarence Simpson,Don Simpson,Not Found
774,nm0045301,Danilo Bach, Not Found , Not Found ,Not Found
776,nm0677943,Daniel Petrie Jr., Not Found , Not Found ,Not Found
777,nm0000552,Eddie Murphy,Edward Regan Murphy,Nicole Mitchell Murphy,/name/nm1197766?ref_=nmbio_sp_1
778,nm0001662,Judge Reinhold,Edward Ernest Reinhold Jr.,Amy Reinhold,/name/nm2050921?ref_=nmbio_sp_1
779,nm0039226,John Ashton,John David Ashton,Bridget Ashton,/name/nm1462307?ref_=nmbio_sp_1
780,nm0002060,Lisa Eilbacher,Lisa Marie Eilbacher,Bradford May,/name/nm0561879?ref_=nmbio_sp_1
781,nm0001074,Ronny Cox,Daniel Ronald Cox,Mary Cox,/name/nm0185150?ref_=nmbio_sp_1
782,nm0001663,Paul Reiser, Not Found ,Paula Ravets,Not Found
783,nm0000925,Steven Berkoff,Leslie Steven Berks,Shelley Lee,Not Found
785,nm0052186,Jonathan Banks,Jonathan Ray Banks,Gennera Banks,Not Found
786,nm0751638,James Russo,James Vincent Russo,Bettina Russo,/name/nm0028430?ref_=nmbio_sp_1
787,nm0254634,Stephen Elliott,Elliott Pershing Stitzel,Alice Hirson,/name/nm0386676?ref_=nmbio_sp_1
788,nm0384280,Gilbert R. Hill,Gilbert Roland Hill,Delores Hooks,Not Found
789,nm0453903,Art Kimbro,Arthur L. Kimbro,Art Kimbro,Not Found
790,nm0047317,Joel Bailey,Joel Stephan Bailey,Gina Gallego,/name/nm0302704?ref_=nmbio_sp_1
792,nm0150720,Michael Champion,Michael Campbell,Michael Champion,/name/nm0302704?ref_=nmbio_sp_1
793,nm0839732,Bruce Surtees,Bruce Mohr Powell Surtees,Carol Buby,Not Found
794,nm0000320,Luis Buñuel,Luis Buñuel Portolés,Jeanne Buñuel,/name/nm1220385?ref_=nmbio_sp_1
795,nm0333908,Angelo P. Graham, Not Found , Not Found ,Not Found
796,nm0613468,James J. Murakami, Not Found , Not Found ,Not Found
798,nm0245501,John M. Dwyer, Not Found , Not Found ,Not Found
799,nm0111537,Tom Bronson, Not Found , Not Found ,Not Found
800,nm0266536,Harold Faltermeyer,Harold Faltermeier,Karin Faltermeyer,Not Found
819,nm0167986,Arthur Coburn, Not Found , Not Found ,Not Found
820,nm0001570,Edward Norton,Edward Harrison Norton,Shauna Robertson,/name/nm0732024?ref_=nmbio_sp_1
821,nm0000411,Edward Furlong,Edward Walter Furlong,Rachael Bella,/name/nm0068622?ref_=nmbio_sp_1
824,nm0000350,Beverly D'Angelo,Beverly Heather D'Angelo,Lorenzo Salviati,/name/nm2154851?ref_=nmbio_sp_1
825,nm0005078,Stacy Keach,Walter Stacy Keach Jr.,Malgosia Tomassi,/name/nm0866490?ref_=nmbio_sp_1
829,nm0001285,Elliott Gould,Elliott Goldstein,Jennifer Bogart,/name/nm0091564?ref_=nmbio_sp_1
834,nm0750916,William Russ,William Hardy Russ IV,Clare Wren,/name/nm0942102?ref_=nmbio_sp_1
844,nm0695937,Otto Preminger,Otto Ludwig Preminger,Hope Bryce,/name/nm0117289?ref_=nmbio_sp_1
846,nm0562606,Wendell Mayes, Not Found , Not Found ,Not Found
852,nm0871261,John D. Voelker,John Donaldson Voelker,John D. Voelker,Not Found
853,nm0338513,Gerald B. Greenberg, Not Found , Not Found ,Not Found
854,nm0374189,Alan Heim, Not Found , Not Found ,Not Found
855,nm0000071,James Stewart,James Maitland Stewart,Gloria Stewart,/name/nm0829403?ref_=nmbio_sp_1
856,nm0001665,Lee Remick,Lee Ann Remick,Kip Gowans,/name/nm0332932?ref_=nmbio_sp_1
857,nm0001262,Ben Gazzara,Biagio Anthony Gazzara,Elke Stuckmann,Not Found
858,nm0640023,Arthur O'Connell, Not Found ,Ann Hall Dunlop,Not Found
860,nm0254153,Duke Ellington,Edward Kennedy Ellington,Edna Thompson,Not Found
861,nm0000781,Eve Arden,Eunice Quedens,Brooks West,/name/nm0921959?ref_=nmbio_sp_1
862,nm0335497,Kathryn Grant,Olive Kathryn Grandstaff,Maurice William Sullivan,Not Found
863,nm0001715,George C. Scott,George Campbell Scott,Trish Van Devere,/name/nm0886556?ref_=nmbio_sp_1
865,nm0004730,Orson Bean,Dallas Frederick Burrows,Alley Mills,/name/nm0589896?ref_=nmbio_sp_1
866,nm0000881,Michael Bay,Michael Benjamin Bay,Michael Bay,/name/nm0589896?ref_=nmbio_sp_1
869,nm0114612,Russ Brown,Russell Brown,Cornelia Rogers,Not Found
870,nm0005036,Gale Anne Hurd, Not Found ,Jonathan Hensleigh,/name/nm0378144?ref_=nmbio_sp_1
871,nm0495402,Sam Leavitt,Samuel Leavitt,Sam Leavitt,/name/nm0378144?ref_=nmbio_sp_1
874,nm0517264,Louis R. Loeffler,Louis Robert Loeffler,Florence Barlow,Not Found
876,nm0505227,Boris Leven, Not Found , Not Found ,Not Found
877,nm0378144,Jonathan Hensleigh,Jonathan Blair Hensleigh,Gale Anne Hurd,/name/nm0005036?ref_=nmbio_sp_1
878,nm0141086,Richard Carruth, Not Found , Not Found ,Not Found
880,nm0813349,Jack Solomon, Not Found , Not Found ,Not Found
881,nm0000255,Ben Affleck,Benjamin Géza Affleck-Boldt,Jennifer Garner,/name/nm0004950?ref_=nmbio_sp_1
882,nm0742228,Irving Rosenberg, Not Found , Not Found ,Not Found
883,nm0000239,Liv Tyler,Liv Rundgren,Royston Langdon,/name/nm0486052?ref_=nmbio_sp_1
884,nm0001599,Will Patton,William Rankin Patton,Will Patton,/name/nm0486052?ref_=nmbio_sp_1
885,nm0000114,Steve Buscemi,Steven Vincent Buscemi,Jo Andres,/name/nm0028413?ref_=nmbio_sp_1
886,nm0021969,James Almond, Not Found , Not Found ,Not Found
892,nm0001209,William Fichtner,William Edward Fichtner,Kymberly Kalil,/name/nm0435770?ref_=nmbio_sp_1
893,nm0006701,John Schwartzman,John Marc Schwartzman,John Schwartzman,/name/nm0435770?ref_=nmbio_sp_1
894,nm0001716,Tony Scott,Anthony David Leighton Scott,Donna W. Scott,/name/nm0779072?ref_=nmbio_sp_1
896,nm0704909,Trevor Rabin, Not Found ,Shelley Rabin,Not Found
897,nm0925221,Michael White, Not Found , Not Found ,Not Found
898,nm0863659,Bonnie Timmermann, Not Found , Not Found ,Not Found
903,nm0102110,Christopher Boyes, Not Found , Not Found ,Not Found
904,nm0399276,Lawrence A. Hubbs, Not Found , Not Found ,Not Found
906,nm0453808,Jeffrey L. Kimball,Jeffrey Lane Kimball,Jeffrey L. Kimball,Not Found
907,nm0801173,Rick Simpson, Not Found , Not Found ,Not Found
908,nm0346721,Magali Guidasci, Not Found , Not Found ,Not Found
909,nm0873531,Michael Tronick, Not Found , Not Found ,Not Found
910,nm0916502,Billy Weber, Not Found , Not Found ,Not Found
911,nm0344477,Steve Grumette, Not Found ,Elizabeth Ann Kiner,Not Found
912,nm0905160,Robert D. Wachs, Not Found , Not Found ,Not Found
913,nm0272511,Larry Ferguson, Not Found , Not Found ,Not Found
915,nm0803730,Warren Skaaren, Not Found , Not Found ,Not Found
920,nm0318429,David Giler,David Kevin Giler,Nancy Kwan,/name/nm0477088?ref_=nmbio_sp_1
921,nm0001638,Jürgen Prochnow, Not Found ,Birgit Stein,/name/nm0825406?ref_=nmbio_sp_1
922,nm0000557,Brigitte Nielsen,Gitte Nielsen,Mattia Dessì,/name/nm2932847?ref_=nmbio_sp_1
923,nm0307255,Allen Garfield,Allen Goorwitz,Allen Garfield,/name/nm2932847?ref_=nmbio_sp_1
925,nm0001777,Dean Stockwell,Robert Dean Stockwell,Joy Marchenko,Not Found
926,nm0002117,Paul Guilfoyle,Paul Vincent Guilfoyle,Elizabeth (Lisa) C Giobbi,Not Found
928,nm0712954,Ola Ray, Not Found , Not Found ,Not Found
929,nm0274216,Rebecca Ferratti,Rebecca Michelle Ferratti,Xavier Declie,/name/nm0208058?ref_=nmbio_sp_1
930,nm0291905,David Franzoni,David Harold Franzoni,David Franzoni,/name/nm0208058?ref_=nmbio_sp_1
931,nm0527322,Branko Lustig, Not Found , Not Found ,Not Found
932,nm0926824,Douglas Wick, Not Found ,Lucy Fisher,/name/nm0279651?ref_=nmbio_sp_1
933,nm0517589,John Logan,John David Logan,John Logan,/name/nm0279651?ref_=nmbio_sp_1
934,nm0629933,William Nicholson,William Benedict Nicholson,Virginia Nicholson,/name/nm1861908?ref_=nmbio_sp_1
935,nm0000128,Russell Crowe,Russell Ira Crowe,Danielle Spencer,/name/nm0817908?ref_=nmbio_sp_1
936,nm0001567,Connie Nielsen,Connie Inge-Lise Nielsen,Connie Nielsen,/name/nm0817908?ref_=nmbio_sp_1
937,nm0001657,Oliver Reed,Robert Oliver Reed,Josephine Burge,Not Found
938,nm0001394,Derek Jacobi,Derek George Jacobi,Richard Clifford,/name/nm0166678?ref_=nmbio_sp_1
939,nm0005023,Djimon Hounsou,Djimon Gaston Hounsou,Djimon Hounsou,/name/nm0166678?ref_=nmbio_sp_1
940,nm0774516,David Schofield, Not Found ,Lally Percy,/name/nm0672914?ref_=nmbio_sp_1
941,nm0795344,John Shrapnel, Not Found ,Francesca Shrapnel,/name/nm2496325?ref_=nmbio_sp_1
942,nm0032962,Tomas Arana,Thomas Clifford Arana,Price Arana,Not Found
943,nm0005241,Ralf Moeller,Ralf Rudolf Möller,Annette Moeller,Not Found
944,nm0558822,John Mathieson, Not Found , Not Found ,Not Found
945,nm0561480,Arthur Max, Not Found , Not Found ,Not Found
946,nm0758605,Crispian Sallis,Timothy Crispian Sallis,Crispian Sallis,Not Found
947,nm0946765,Janty Yates, Not Found , Not Found ,Not Found
948,nm0001877,Hans Zimmer,Hans Florian Zimmer,Vicki Carolin,Not Found
949,nm0314713,Lisa Gerrard, Not Found ,Jacek Tuschewski,/name/nm1541766?ref_=nmbio_sp_1
950,nm0226544,Louis DiGiaimo, Not Found ,Lee,Not Found
951,nm0768817,Pietro Scalia, Not Found ,Teresa,Not Found
955,nm0183425,Colin Coull, Not Found , Not Found ,Not Found
960,nm0004851,Penélope Cruz,Penélope Cruz Sánchez,Javier Bardem,/name/nm0000849?ref_=nmbio_sp_1
970,nm0614373,John Murphy,John Paul Murphy,John Murphy,/name/nm0000849?ref_=nmbio_sp_1
972,nm0288911,Celestia Fox,Celestia Sporborg,Robert Fox,/name/nm0289221?ref_=nmbio_sp_1
973,nm0180147,Humberto Cornejo, Not Found , Not Found ,Not Found
974,nm0002076,Jason Flemyng,Jason Iain Flemyng,Elly Fairman,/name/nm0265634?ref_=nmbio_sp_1
980,nm0002077,Dexter Fletcher, Not Found ,Dalia Ibelhauptaite,/name/nm0406495?ref_=nmbio_sp_1
982,nm0005068,Vinnie Jones,Vincent Peter Jones,Tanya Jones,/name/nm1457314?ref_=nmbio_sp_1
989,nm0001776,Sting,Gordon Matthew Thomas Sumner,Trudie Styler,/name/nm0836548?ref_=nmbio_sp_1
996,nm0605365,P.H. Moriarty,Patrick H. Moriarty,P.H. Moriarty,/name/nm0836548?ref_=nmbio_sp_1
997,nm0785385,Éric Serra, Not Found , Not Found ,Not Found
998,nm0005636,Thierry Arbogast, Not Found , Not Found ,Not Found
999,nm0484981,Sylvie Landra, Not Found , Not Found ,Not Found
1000,nm0856945,Todd Thaler, Not Found ,Deborah Schindler,/name/nm0771834?ref_=nmbio_sp_1
1001,nm0917942,Dan Weil, Not Found , Not Found ,Not Found
1002,nm0238239,Gerard Drolon, Not Found , Not Found ,Not Found
1003,nm0072326,Françoise Benoît-Fresco, Not Found , Not Found ,Not Found
1004,nm0000606,Jean Reno,Juan Moreno y Herrera Jiménez,Zofia Borucka,/name/nm1028279?ref_=nmbio_sp_1
1005,nm0000732,Danny Aiello,Daniel Louis Aiello Jr.,Sandy Cohen,/name/nm0169748?ref_=nmbio_sp_1
1006,nm0032216,Peter Appel, Not Found , Not Found ,Not Found
1007,nm0089112,Willi One Blood,William Harbour Jr.,Willi One Blood,Not Found
1008,nm0187199,Don Creech, Not Found , Not Found ,Not Found
1009,nm0321798,Keith A. Glascoe, Not Found ,Veronica Squef,Not Found
1010,nm0000068,Randolph Scott,George Randolph Scott,Patricia Stillman,/name/nm0830304?ref_=nmbio_sp_1
1019,nm0045937,Michael Badalucco, Not Found ,Brenda Heyob,Not Found
1032,nm0586568,Mads Mikkelsen,Mads Dittman Mikkelsen,Hanne Jacobsen,/name/nm0414718?ref_=nmbio_sp_1
1035,nm0000217,Martin Scorsese,Martin Charles Scorsese,Helen Morris,/name/nm1788633?ref_=nmbio_sp_1
1036,nm0001707,Paul Schrader,Paul Joseph Schrader,Mary Beth Hurt,/name/nm0002148?ref_=nmbio_sp_1
1037,nm0001732,Cybill Shepherd,Cybill Lynne Shepherd,Bruce Oppenheim,/name/nm4440827?ref_=nmbio_sp_1
1038,nm0000172,Harvey Keitel, Not Found ,Daphna Kastner,/name/nm0440988?ref_=nmbio_sp_1
1039,nm0000149,Jodie Foster,Alicia Christian Foster,Alexandra Hedison,/name/nm0373312?ref_=nmbio_sp_1
1040,nm0001967,Peter Boyle,Peter Lawrence Boyle Jr.,Loraine Alterman Boyle,/name/nm1924162?ref_=nmbio_sp_1
1041,nm0364997,Leonard Harris,Leonard Jerome Harris,Mary Ann Wurth,Not Found
1042,nm0007958,Diahnne Abbott, Not Found ,Robert De Niro,/name/nm0000134?ref_=nmbio_sp_1
1043,nm0012524,Frank Adu, Not Found , Not Found ,Not Found
1044,nm0034082,Gino Ardito, Not Found , Not Found ,Not Found
1045,nm0152469,Michael Chapman, Not Found ,Amy Holden Jones,/name/nm0427468?ref_=nmbio_sp_1
1046,nm0002136,Bernard Herrmann,Max Herman,Norma Shepherd,/name/nm1890153?ref_=nmbio_sp_1
1047,nm0852681,Juliet Taylor,Juliet Sewell Taylor,James Walsh,Not Found
1048,nm0738196,Tom Rolf, Not Found , Not Found ,Not Found
1049,nm0788584,Melvin Shapiro, Not Found , Not Found ,Not Found
1050,nm0741935,Charles Rosen, Not Found , Not Found ,Not Found
1051,nm0612304,Herbert F. Mulligan, Not Found , Not Found ,Not Found
1052,nm0605926,Ruth Morley,Ruth Miriam Birnholz,Ruth Morley,Not Found
1053,nm1219804,Rick Alexander, Not Found , Not Found ,Not Found
1054,nm0203330,Gordon Davidson,Gordon Robert Davidson,Gordon Davidson,Not Found
1056,nm0295930,James Fritch, Not Found , Not Found ,Not Found
1057,nm0395585,David M. Horton, Not Found , Not Found ,Not Found
1059,nm0301826,Bob Gale,Michael Robert Gale,Tina Gale,Not Found
1060,nm0134635,Neil Canton,Neil Matthew Canton,Marie Jacqueline Spicer,Not Found
1061,nm0005678,Dean Cundey,Dean Raymond Cundey,Dean Cundey,Not Found
1062,nm0004637,Harry Keramidas,Harold Thomas Keramidas,Harry Keramidas,Not Found
1063,nm0000502,Christopher Lloyd,Christopher Allen Lloyd,Lisa Loiacono,/name/nm8824884?ref_=nmbio_sp_1
1064,nm0000670,Lea Thompson,Lea Katherine Thompson,Howard Deutch,/name/nm0222043?ref_=nmbio_sp_1
1065,nm0000417,Crispin Glover,Crispin Hellion Glover,Crispin Glover,/name/nm0222043?ref_=nmbio_sp_1
1066,nm0001855,Thomas F. Wilson,Thomas Francis Wilson Jr.,Caroline Wilson,/name/nm3715781?ref_=nmbio_sp_1
1067,nm0920148,Claudia Wells,Claudia Grace Wells,Claudia Wells,/name/nm3715781?ref_=nmbio_sp_1
1068,nm0566013,Marc McClure, Not Found , Not Found ,Not Found
1069,nm0818274,Wendie Jo Sperber, Not Found ,Richard Velasquez,/name/nm1296533?ref_=nmbio_sp_1
1070,nm0225191,George DiCenzo,George Ralph DiCenzo,Donna Artz,Not Found
1071,nm0564589,Frances Lee McCain, Not Found ,Mark Wheeler,/name/nm0923913?ref_=nmbio_sp_1
1072,nm0866055,James Tolkan,James Stewart Tolkan,Parmelee Welles,/name/nm0919947?ref_=nmbio_sp_1
1088,nm0914023,Harry Waters Jr.,Harry Tunney Waters Jr.,Harry Waters Jr.,/name/nm0919947?ref_=nmbio_sp_1
1090,nm0685598,Ludger Pistor, Not Found , Not Found ,Not Found
1091,nm0001532,John McTiernan,John Campbell McTiernan Jr.,Gail Sistrunk,Not Found
1092,nm0005428,Joel Silver, Not Found ,Karyn Fields,/name/nm0276291?ref_=nmbio_sp_1
1093,nm0859029,Jim Thomas, Not Found , Not Found ,Not Found
1094,nm0330383,Lawrence Gordon, Not Found , Not Found ,Not Found
1095,nm0859049,John Thomas, Not Found , Not Found ,Not Found
1096,nm0005791,Donald McAlpine,Donald Milton McAlpine,Donald McAlpine,Not Found
1097,nm0885200,John Vallone, Not Found , Not Found ,Not Found
1098,nm0120799,Jackie Burch, Not Found , Not Found ,Not Found
1099,nm0375068,Mark Helfrich, Not Found , Not Found ,Not Found
1101,nm0512872,John F. Link, Not Found , Not Found ,Not Found
1102,nm0001835,Carl Weathers, Not Found ,Jennifer Peterson,/name/nm0677210?ref_=nmbio_sp_1
1103,nm0001990,Elpidia Carrillo, Not Found , Not Found ,Not Found
1104,nm0004886,Bill Duke,William Henry Duke Jr.,Sheila Moses,/name/nm6371501?ref_=nmbio_sp_1
1105,nm0001818,Jesse Ventura,James George Janos,Theresa Larson Masters,Not Found
1106,nm0484739,Sonny Landham,William Landham,Jessica Wilson,Not Found
1107,nm0154520,Richard Chaves,Richard John Chaves,Richard Chaves,Not Found
1108,nm0035866,R.G. Armstrong,Robert Golden Armstrong Jr.,Mary Craven,/name/nm0186624?ref_=nmbio_sp_1
1109,nm0000948,Shane Black, Not Found , Not Found ,Not Found
1113,nm0001310,Kevin Peter Hall, Not Found ,Alaina Reed-Hall,/name/nm0355271?ref_=nmbio_sp_1
1115,nm0843514,Lucinda Syson, Not Found , Not Found ,Not Found
1116,nm0334318,Stephen Graham,Stephen Graham Kelly,Hannah Walters,/name/nm2648214?ref_=nmbio_sp_1
1117,nm0285495,Alan Ford, Not Found , Not Found ,Not Found
1118,nm0001199,Dennis Farina, Not Found ,Patricia,Not Found
